Restaurant Name,Cuisine,Rating,Number of Ratings,Average Price,Number of Offers,Offer Name,Area,Pure Veg,Location
Vinny'S,"Italian, Pizzas",4.3,,800,5,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹179, Free Lemon Ice Tea
NO CODE REQUIREDABOVE ₹779, FLAT DEAL
FLAT ₹125 OFF
USE SNACKSBINGEABOVE ₹299, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹700, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Banashankari,No,Bangalore
Pipabu,"Pizzas, Italian",4.3,,250,5,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹749, SAVE BIG
20% OFF UPTO ₹100
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",BASAVANGUDI,No,Bangalore
Milano Pizza,"Pizzas, Salads",4.3,,500,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jayanagar,Yes,Bangalore
Pizza Stop,"Italian, Pizzas",4.4,,400,2,"FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹900, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Lavelle Road,No,Bangalore
Hoppipola,"Salads, Pizzas",4.6,,600,3,"FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹249, 50% OFF UPTO ₹100
USE TRYNEWABOVE ₹179, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Church Street,No,Bangalore
Burrp Pizza,"Tandoor, Pizzas",3.9,,400,4,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹399, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹600, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ashok Nagar,No,Bangalore
Sly Granny,"American, Pizzas",3.9,,1000,3,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹150 OFF
USE FLAT150ABOVE ₹899, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Shanthinagara,No,Bangalore
Beyond Healthy,"Italian, Pizzas",3.7,,200,4,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹600, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹599, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore
Melts,"Tex-Mex, Pizzas",4.3,,500,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Malleshwaram,Yes,Bangalore
Ragoo'S,"Italian, Pizzas",4.1,,800,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",K R Road,Yes,Bangalore
Sicilia Pont (Italian Restaurant),"Pizzas, Italian",4.4,,300,2,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹159, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rajajinagar,Yes,Bangalore
Megna'S Gourmet,"Burgers, Pizzas",3.8,,200,4,"FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹249, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹700, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT 20% OFF
USE TRYNEWABOVE ₹159",Basavanagudi,Yes,Bangalore
Pizza Town,Pizzas,3.7,,400,2,"FLAT DEAL
FLAT ₹40 OFF
USE FLATDEALABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Shivaji Nagar,No,Bangalore
Pizza Box,Pizzas,3.8,,400,2,"FLAT DEAL
FLAT ₹40 OFF
USE FLATDEALABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Shivaji Nagar,No,Bangalore
Pure Veg Bowls & Meals,"Healthy Food, Pizzas",4.2,,270,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Cunningham Road,Yes,Bangalore
San Churro,"Italian, Pizzas",4.2,,400,2,"SAVE BIG
20% OFF UPTO ₹100
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",BASAVANAGUDI,Yes,Bangalore
Dream Bites,"Pizzas, Snacks",3.3,,300,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore
Krazy Adda,"Ice Cream, Pizzas",3.4,,200,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basaveshwara Nagar,Yes,Bangalore
Roast N Frost,Pizzas,4.2,,200,2,"15% OFF UPTO ₹45
USE TRYNEWABOVE ₹159, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rajajinagar,Yes,Bangalore
Hamdeez Cafe,"Fast Food, Pizzas",4.0,,500,2,"SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jayanagar,No,Bangalore
Kaapi 41,"Pizzas, Beverages",3.8,,130,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jayanagar,Yes,Bangalore
The Burrow,"Pizzas, Healthy Food",3.7,,300,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Gandhi Nagar,No,Bangalore
V Cafe - Meals By PVR,"Pizzas, Snacks",3.5,,200,5,"60% OFF UPTO ₹120
USE TRYNEWON SELECT ITEMS, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹1000, FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹499, SAVE BIG
10% OFF UPTO ₹100
USE VCAFE10ABOVE ₹300, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",GT WORLD MALL,No,Bangalore
GOPIZZA,"Pizzas, Pastas",4.1,,300,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jayanagar,No,Bangalore
Cherish Pizzeria,"Pizzas, Burgers",4.2,,200,2,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹159, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Vijayanagar,No,Bangalore
The Weekly Brewhouse & Kitchen,"Pastas, Pizzas",5.0,,800,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Hosur,No,Bangalore
Juno'S Pizza - The Thin Crust Pizzeria,"Pizzas, Pastas",4.4,,270,2,"FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹249, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rajajinagar,No,Bangalore
Crazy Pizza,"Pizzas, Italian",4.3,,249,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Malleshwaram,No,Bangalore
Bready Steady GO Jayanagar,"Pizzas, Italian",4.0,,300,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jayanagar,Yes,Bangalore
Oven Story Pizza - Standout Toppings,"Pizzas, Pastas",4.3,,400,2,"FLAT DEAL
FLAT ₹150 OFF
USE FLAT150ABOVE ₹399, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Hampankatta,No,Bantwal
Pizza Hut,Pizzas,4.4,,350,2,"50% OFF UPTO ₹100
USE SWIGGYITABOVE ₹189, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Attavar,No,Bantwal
La Pino'Z Pizza,"Pizzas, Pastas",4.3,,800,4,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, SAVE BIG
15% OFF UPTO ₹80
USE JUMBOABOVE ₹400",Bendorwell,No,Bantwal
V Cafe - Meals By PVR,"Pizzas, Snacks",3.3,,400,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",PVR Forum Fiza Mangalore,No,Bantwal
Kizza Cafe,"Pizzas, Burgers",4.5,,300,2,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Deralakatte,No,Bantwal
Firangi Bake,"Pizzas, Pastas",4.3,,400,2,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹179, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Hampankatta,No,Bantwal
Pizza Valley,"Pastas, Pizzas",4.4,,200,2,"FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹900, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Bendoor,No,Bantwal
Knight Street Restro Cafe,"Pizzas, Snacks",4.5,,200,2,"FLAT DEAL
FLAT ₹150 OFF
USE FLATDEALABOVE ₹999, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Attavar,No,Bantwal
Onesta,"Italian-American, Pizzas",4.2,,200,2,"DINNER
FLAT ₹125 OFF
USE DNBINGEABOVE ₹249, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Kankanady,No,Bantwal
Icy & Spicy Bites,"Burgers, Pizzas",4.4,,200,3,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹149, Free Delight
NO CODE REQUIREDABOVE ₹298, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Kavoor,No,Bantwal
Pink Salt Resto Cafe,"Pizzas, Fast Food",4.6,,400,4,"FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹900, FLAT DEAL
FLAT ₹80 OFF
USE FLATDEALABOVE ₹499, SAVE BIG
10% OFF UPTO ₹100
USE JUMBOABOVE ₹400, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Hampankatta,No,Bantwal
Ira Fresh Kitchen,"Pizzas, Pastas",4.4,,200,3,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹149, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹999, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Mangala Nagar,No,Bantwal
Tlc Cafe,"Pizzas, Italian",4.5,,350,3,"DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹549, SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹500, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Kapikad,No,Bantwal
Laziz Pizza Shop,Pizzas,4.3,,200,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Moodbidri,No,Bantwal
Bentoz Pizza,"Pizzas, Desserts",5.0,,350,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Lalbagh,No,Bantwal
Domito'S Pizza And Burger,"Pizzas, Fast Food",3.6,,200,2,"FLAT DEAL
FLAT ₹150 OFF
USE SAVERDEALABOVE ₹349, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Lalbagh,No,Bantwal
Smooth Brew,"Pizzas, Burgers",4.3,,350,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Surathkal,No,Bantwal
Pizza By Diego,"Pizzas, Burgers",4.1,,350,2,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Lalbagh,No,Bantwal
Rest Inn Pizza,"Pizzas, American",3.6,,300,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Kottara,No,Bantwal
Pizza Mark,Pizzas,4.3,,180,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Attavar,No,Bantwal
99 Pizzas,"Pizzas, American",4.1,,200,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Kottara,No,Bantwal
Hungry Bait Cafe,"Beverages, Pizzas",3.6,,150,3,"FLAT DEAL
FLAT 40% OFF
USE PARTYABOVE ₹1500, SAVE BIG
15% OFF UPTO ₹100
USE JUMBOABOVE ₹375, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Surathkal,No,Bantwal
Cloud Shisha Cafe,"Pizzas, Pastas",4.0,,300,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Kankanady,No,Bantwal
Pizza 75,"Pizzas, American",3.8,,200,2,"FLAT 10% OFF
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Kottara,No,Bantwal
123 Pizza,Pizzas,3.7,,200,3,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹149, FLAT DEAL
FLAT ₹150 OFF
USE SAVERDEALABOVE ₹349, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Lalbagh,No,Bantwal
Pizza It Up,"Continental, Pizzas",3.3,,300,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Deralakatte,No,Bantwal
Free Pizza,"Pizzas, Continental",3.7,,200,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Kottara,No,Bantwal
Girgit Resto Cafe,"Pizzas, American",3.9,,200,2,"FLAT 10% OFF
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Kottara,No,Bantwal
Hot Momos,"Snacks, Pizzas",4.2,,250,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Baramati Locality,No,Baramati
Coffee House,"Beverages, Pizzas",3.0,,250,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Baramati Locality,No,Baramati
Domino'S Pizza,"Pizzas, Italian",4.2,,400,3,"FLAT DEAL
FLAT ₹150 OFF
USE WELCOMEDOM150ABOVE ₹299, FLAT DEAL
FLAT ₹100 OFF
USE FLAT100ABOVE ₹999, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Baramati Locality,No,Baramati
House Of Pizza,"Pizzas, Fast Food",5.0,,150,2,"FLAT 10% OFF
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Baramati,Yes,Baramati
Pizza Merrano Dream Cafe,"Pizzas, Fast Food",3.8,,300,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Baramati,No,Baramati
Pizza Hut,Pizzas,4.2,,350,2,"50% OFF UPTO ₹100
USE SWIGGYITABOVE ₹189, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Baramati,No,Baramati
Crazy Rolls Cafe & Snacks,"Fast Food, Pizzas",4.1,,250,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Baramati Locality,No,Baramati
Cafes El Magnifico,"Cafe, Pizzas",4.1,,300,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Baramati Locality,Yes,Baramati
Insta Food Cornter,"Pizzas, Chinese",4.4,,250,2,"FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹749, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Baramati Locality,No,Baramati
The London Shakes 1950,"Pizzas, Desserts",4.2,,250,2,"FLAT DEAL
FLAT ₹150 OFF
USE SAVERDEALABOVE ₹349, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Baramati Locality,Yes,Baramati
Jai Jagdhambe Bhojanalaya,"Pizzas, Bakery",4.2,,200,5,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹149, Free greensalad
NO CODE REQUIREDABOVE ₹500, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹399, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹349",Baran Locality,Yes,Baran
Hari Kripa Dhaba,"Pizzas, Bakery",4.3,,200,3,"DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹349, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT DEAL
FLAT ₹150 OFF
USE SAVERDEALABOVE ₹349",Baran Locality,Yes,Baran
Hotel Laziz Nonveg,"Pizzas, Bakery",3.9,,200,2,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Baran Locality,No,Baran
Cafe Choco Craze,"North Indian, Pizzas",3.9,,200,5,"DEFAULT
FLAT ₹125 OFF
USE SUPERSAVERABOVE ₹249, 50% OFF UPTO ₹100
USE TRYNEWABOVE ₹149, DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹349, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT DEAL
FLAT ₹150 OFF
USE SAVERDEALABOVE ₹349",Baran Locality,Yes,Baran
Daawat Cafe And Multicuisine Restaurant,"Pizzas, Bakery",4.2,,200,5,"FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹199, Free lassi
NO CODE REQUIREDABOVE ₹499, DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹349, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT DEAL
FLAT ₹150 OFF
USE SAVERDEALABOVE ₹349",Baran Locality,Yes,Baran
Jai Ambey Bhojnalay,"North Indian, Pizzas",4.2,,200,5,"FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹199, 60% OFF UPTO ₹120
USE TRYNEWABOVE ₹149, DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹349, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT DEAL
FLAT ₹150 OFF
USE SAVERDEALABOVE ₹349",Baran Locality,Yes,Baran
Rj 28 Cafe & Restaurant,"Pizzas, Bakery",4.1,,200,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Baran,Yes,Baran
The Sky High Cafe,"Pizzas, Bakery",3.9,,200,3,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹149, DEFAULT
FLAT ₹200 OFF
USE BUMPERDEALABOVE ₹549, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Baran Locality,Yes,Baran
Kasturi Rasoi,"Pizzas, Bakery",3.9,,200,5,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹149, Free alo partha
NO CODE REQUIREDABOVE ₹500, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹550, SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹350, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Baran Locality,Yes,Baran
The Momo Fusion,"Pizzas, Bakery",4.1,,200,5,"FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹199, 50% OFF UPTO ₹100
USE TRYNEWABOVE ₹149, FLAT DEAL
FLAT ₹150 OFF
USE SAVERDEALABOVE ₹349, DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Baran Locality,Yes,Baran
Black Out Cafe,"Pizzas, Bakery",4.1,,200,3,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹129, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, SAVE BIG
10% OFF UPTO ₹80
USE JUMBOABOVE ₹600",Baran Locality,Yes,Baran
Kolkata Tea Cafe Zone,Pizzas,3.8,,150,2,"SAVE BIG
20% OFF UPTO ₹120
USE JUMBOABOVE ₹500, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Parbirhata,No,Bardhaman
Cafellery,"Continental, Pizzas",3.8,,200,2,"FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹349, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Parbirhata,No,Bardhaman
Tasty Times,"Pizzas, South Indian",4.0,,300,4,"DEFAULT
FLAT ₹125 OFF
USE SUPERSAVERABOVE ₹249, FLAT DEAL
FLAT ₹150 OFF
USE SAVERDEALABOVE ₹349, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹249",Burdwan,No,Bardhaman
Hut Tea Matim,"Pizzas, Continental",4.2,,200,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Bara Nilpur,No,Bardhaman
Domino'S Pizza,"Pizzas, Italian",4.5,,400,3,"FLAT DEAL
FLAT ₹150 OFF
USE WELCOMEDOM150ABOVE ₹299, FLAT DEAL
FLAT ₹100 OFF
USE FLAT100ABOVE ₹999, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Bardoli Locality,Yes,Bardoli
Martino'Z Pizza,"Pizzas, Pastas",4.3,,250,2,"DEFAULT
FLAT ₹150 OFF
USE MEGASAVERABOVE ₹399, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Baben,Yes,Bardoli
Pizza Hut,Pizzas,4.1,,350,2,"50% OFF UPTO ₹100
USE SWIGGYITABOVE ₹189, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ramnagar,Yes,Bardoli
Jalaram Fastfood And Maxican,"Burgers, Pizzas",4.3,,200,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Janta Nagar Society,Yes,Bardoli
Vaggie Treat Fast Food,"Pizzas, Fast Food",4.9,,200,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ramnagar,Yes,Bardoli
Everyday Pizza,"Pizzas, Italian-American",4.2,,200,3,"Free Pineapple Shake
NO CODE REQUIREDABOVE ₹299, FLAT DEAL
FLAT ₹150 OFF
USE SAVERDEALABOVE ₹349, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Suresh Sharma Nagar Pilibhit Bypass Road,Yes,Bareilly
Pizza Hut,Pizzas,4.0,,350,2,"50% OFF UPTO ₹100
USE SWIGGYITABOVE ₹189, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Subhash Nagar Colony,No,Bareilly
Domino'S Pizza,"Pizzas, Italian",4.2,,400,3,"FLAT DEAL
FLAT ₹150 OFF
USE WELCOMEDOM150ABOVE ₹299, FLAT DEAL
FLAT ₹100 OFF
USE FLAT100ABOVE ₹999, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Model Town,No,Bareilly
Delight Pizza Point,"Pizzas, Burgers",4.3,,341,3,"DEFAULT
FLAT ₹125 OFF
USE SUPERSAVERABOVE ₹199, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹199",Izzat Nagar,Yes,Bareilly
La Pino'Z Pizza,"Pizzas, Pastas",4.0,,250,3,"50% OFF UPTO ₹100
USE TRYNEWON SELECT ITEMS, FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹699, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ekta Nagar,No,Bareilly
Oven Story Pizza - Standout Toppings,"Pizzas, Pastas",4.2,,400,2,"FLAT DEAL
FLAT ₹150 OFF
USE FLAT150ABOVE ₹399, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Model Town,No,Bareilly
Firangi Bake,"Pizzas, Pastas",4.4,,400,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Model Town,No,Bareilly
Happy Burst Pizza Restaurant,Pizzas,4.4,,249,2,"FLAT DEAL
FLAT ₹150 OFF
USE FLATDEALABOVE ₹599, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Suresh Sharma Nagar,Yes,Bareilly
Delight Pizza Point (Civil Lines),"Pizzas, Burgers",4.2,,308,4,"DEFAULT
FLAT ₹125 OFF
USE SUPERSAVERABOVE ₹199, DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹399, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT DEAL
FLAT ₹150 OFF
USE SAVERDEALABOVE ₹349",City Station Road Chaupla,Yes,Bareilly
DFC Pizza,"Pizzas, Italian",3.5,,300,4,"Free Chocolava
NO CODE REQUIREDABOVE ₹349, DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹399, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT DEAL
FLAT ₹150 OFF
USE SAVERDEALABOVE ₹349",Izzat Nagar,Yes,Bareilly
Five Star Pizza,"Italian, Pizzas",4.3,,300,2,"FLAT DEAL
FLAT ₹150 OFF
USE SAVERDEALABOVE ₹349, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",DD Puram,Yes,Bareilly
Dark House Cafe,"Italian, Pizzas",3.8,,350,5,"DEFAULT
FLAT ₹125 OFF
USE SUPERSAVERABOVE ₹199, Free Chocolava
NO CODE REQUIREDABOVE ₹299, DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹399, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT DEAL
FLAT ₹150 OFF
USE SAVERDEALABOVE ₹349",Qureshi Nagar,Yes,Bareilly
Pinza Pizza,"Pizzas, Italian",3.7,,200,5,"DEFAULT
FLAT ₹125 OFF
USE SUPERSAVERABOVE ₹199, Free Chocolave
NO CODE REQUIREDABOVE ₹349, DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹399, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT DEAL
FLAT ₹150 OFF
USE SAVERDEALABOVE ₹349",Izzat Nagar,Yes,Bareilly
Pizza Delight,"Pizzas, Italian",3.5,,200,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",DD Puram,Yes,Bareilly
DFC,"Pizzas, Italian",3.5,,200,4,"DEFAULT
FLAT ₹125 OFF
USE SUPERSAVERABOVE ₹199, DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹399, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT DEAL
FLAT ₹150 OFF
USE SAVERDEALABOVE ₹349",Izzat Nagar,No,Bareilly
Food Mafia,"Pizzas, North Indian",2.8,,350,4,"DEFAULT
FLAT ₹125 OFF
USE SUPERSAVERABOVE ₹199, DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹399, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT DEAL
FLAT ₹150 OFF
USE SAVERDEALABOVE ₹349",Rajendra Nagar,No,Bareilly
NRI Pizza Wala,"Italian, Pizzas",3.6,,300,4,"Free Choco Lava Cake
NO CODE REQUIREDABOVE ₹299, DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹449, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT DEAL
FLAT ₹150 OFF
USE SAVERDEALABOVE ₹349",DD Puram,Yes,Bareilly
The Cafe 45,"Pizzas, Italian-American",3.7,,300,2,"DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹449, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Civil Lines,No,Bareilly
Pizza By KK Snacks,"Pizzas, Fast Food",3.9,,300,2,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Civil Lines,Yes,Bareilly
Pizzaria,"Pizzas, Italian",3.6,,300,0,,Izzat Nagar,Yes,Bareilly
Pizza Lab,Pizzas,4.0,,300,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",DD Puram,No,Bareilly
Hasty Tasty Krafty Kitchen,"Pizzas, Italian",2.8,,200,5,"DEFAULT
FLAT ₹125 OFF
USE SUPERSAVERABOVE ₹199, Free Delight
NO CODE REQUIREDABOVE ₹299, DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹399, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT DEAL
FLAT ₹150 OFF
USE SAVERDEALABOVE ₹349",Model Town,No,Bareilly
The Tower Of Pizza,"Pizzas, Pastas",3.1,,300,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",DD Puram,Yes,Bareilly
The 247 Services,"Pizzas, Chinese",3.7,,200,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Civil Lines,Yes,Bareilly
